domain,subject,partition,region,fp_voxels,fn_voxels
Mouse,POLYIC_20190619_mouse43__E3_P1,axis_halves,rostral,13316,1160
Mouse,POLYIC_20190619_mouse43__E3_P1,axis_halves,caudal,4168,1244
Mouse,POLYIC_20190619_mouse43__E3_P1,center,center,5340,445
Mouse,POLYIC_20190619_mouse43__E3_P1,brain_position,first 20%,7700,392
Mouse,POLYIC_20190619_mouse43__E3_P1,brain_position,middle 60%,9056,1252
Mouse,POLYIC_20190619_mouse43__E3_P1,brain_position,last 20%,728,760
Mouse,POLYIC_20190619_mouse44__E4_P1,axis_halves,left,9605,1830
Mouse,POLYIC_20190619_mouse44__E4_P1,axis_halves,right,11917,965
Mouse,POLYIC_20190619_mouse44__E4_P1,axis_halves,dorsal,12300,24
Mouse,POLYIC_20190619_mouse44__E4_P1,axis_halves,ventral,9222,2771
Mouse,POLYIC_20190619_mouse44__E4_P1,axis_halves,rostral,11118,1542
Mouse,POLYIC_20190619_mouse44__E4_P1,axis_halves,caudal,10404,1253
Mouse,POLYIC_20190619_mouse44__E4_P1,center,center,10550,310
Mouse,POLYIC_20190619_mouse44__E4_P1,brain_position,first 20%,5865,607
Mouse,POLYIC_20190619_mouse44__E4_P1,brain_position,middle 60%,14867,1366
Mouse,POLYIC_20190619_mouse44__E4_P1,brain_position,last 20%,790,822
Mouse,POLYIC_20190628_mouse30__E4_P1,axis_halves,left,11940,1660
Mouse,POLYIC_20190628_mouse30__E4_P1,axis_halves,right,12213,1194
Mouse,POLYIC_20190628_mouse30__E4_P1,axis_halves,dorsal,7885,0
Mouse,POLYIC_20190628_mouse30__E4_P1,axis_halves,ventral,16268,2854
Mouse,POLYIC_20190628_mouse30__E4_P1,axis_halves,rostral,14893,1429
Mouse,POLYIC_20190628_mouse30__E4_P1,axis_halves,caudal,9260,1425
Mouse,POLYIC_20190628_mouse30__E4_P1,center,center,10258,221
Mouse,POLYIC_20190628_mouse30__E4_P1,brain_position,first 20%,9906,663
Mouse,POLYIC_20190628_mouse30__E4_P1,brain_position,middle 60%,13488,1338
Mouse,POLYIC_20190628_mouse30__E4_P1,brain_position,last 20%,759,853
Mouse,POLYIC_20190628_mouse31__E3_P1,axis_halves,left,14202,1935
Mouse,POLYIC_20190628_mouse31__E3_P1,axis_halves,right,12830,1616
Mouse,POLYIC_20190628_mouse31__E3_P1,axis_halves,dorsal,15842,0
Mouse,POLYIC_20190628_mouse31__E3_P1,axis_halves,ventral,11190,3551
Mouse,POLYIC_20190628_mouse31__E3_P1,axis_halves,rostral,13730,2309
Mouse,POLYIC_20190628_mouse31__E3_P1,axis_halves,caudal,13302,1242
Mouse,POLYIC_20190628_mouse31__E3_P1,center,center,13139,362
Mouse,POLYIC_20190628_mouse31__E3_P1,brain_position,first 20%,6866,967
Mouse,POLYIC_20190628_mouse31__E3_P1,brain_position,middle 60%,19110,1894
Mouse,POLYIC_20190628_mouse31__E3_P1,brain_position,last 20%,1056,690
Mouse,POLYIC_20190628_mouse32__E3_P1,axis_halves,left,7448,1414
Mouse,POLYIC_20190628_mouse32__E3_P1,axis_halves,right,9401,1417
Mouse,POLYIC_20190628_mouse32__E3_P1,axis_halves,dorsal,5234,0
Mouse,POLYIC_20190628_mouse32__E3_P1,axis_halves,ventral,11615,2831
Mouse,POLYIC_20190628_mouse32__E3_P1,axis_halves,rostral,13418,1611
Mouse,POLYIC_20190628_mouse32__E3_P1,axis_halves,caudal,3431,1220
Mouse,POLYIC_20190628_mouse32__E3_P1,center,center,3164,273
Mouse,POLYIC_20190628_mouse32__E3_P1,brain_position,first 20%,7379,620
Mouse,POLYIC_20190628_mouse32__E3_P1,brain_position,middle 60%,8420,1396
Mouse,POLYIC_20190628_mouse32__E3_P1,brain_position,last 20%,1050,815
Mouse,POLYIC_20190628_mouse33__E3_P1,axis_halves,left,7597,2070
Mouse,POLYIC_20190628_mouse33__E3_P1,axis_halves,right,8161,1297
Mouse,POLYIC_20190628_mouse33__E3_P1,axis_halves,dorsal,5462,0
Mouse,POLYIC_20190628_mouse33__E3_P1,axis_halves,ventral,10296,3367
Mouse,POLYIC_20190628_mouse33__E3_P1,axis_halves,rostral,12555,2185
Mouse,POLYIC_20190628_mouse33__E3_P1,axis_halves,caudal,3203,1182
Mouse,POLYIC_20190628_mouse33__E3_P1,center,center,3425,323
Mouse,POLYIC_20190628_mouse33__E3_P1,brain_position,first 20%,7727,1328
Mouse,POLYIC_20190628_mouse33__E3_P1,brain_position,middle 60%,7479,1101
Mouse,POLYIC_20190628_mouse33__E3_P1,brain_position,last 20%,552,938
Mouse,POLYIC_20190628_mouse34__E6_P1,axis_halves,left,10403,1724
Mouse,POLYIC_20190628_mouse34__E6_P1,axis_halves,right,13005,1340
Mouse,POLYIC_20190628_mouse34__E6_P1,axis_halves,dorsal,10326,0
Mouse,POLYIC_20190628_mouse34__E6_P1,axis_halves,ventral,13082,3064
Mouse,POLYIC_20190628_mouse34__E6_P1,axis_halves,rostral,19641,1695
Mouse,POLYIC_20190628_mouse34__E6_P1,axis_halves,caudal,3767,1369
Mouse,POLYIC_20190628_mouse34__E6_P1,center,center,6614,390
Mouse,POLYIC_20190628_mouse34__E6_P1,brain_position,first 20%,10747,720
Mouse,POLYIC_20190628_mouse34__E6_P1,brain_position,middle 60%,11937,1479
Mouse,POLYIC_20190628_mouse34__E6_P1,brain_position,last 20%,724,865
Mouse,POLYIC_20190628_mouse35__E3_P1,axis_halves,left,8126,1343
Mouse,POLYIC_20190628_mouse35__E3_P1,axis_halves,right,15335,1123
Mouse,POLYIC_20190628_mouse35__E3_P1,axis_halves,dorsal,10988,0
Mouse,POLYIC_20190628_mouse35__E3_P1,axis_halves,ventral,12473,2466
Mouse,POLYIC_20190628_mouse35__E3_P1,axis_halves,rostral,19329,1193
Mouse,POLYIC_20190628_mouse35__E3_P1,axis_halves,caudal,4132,1273
Mouse,POLYIC_20190628_mouse35__E3_P1,center,center,7265,452
Mouse,POLYIC_20190628_mouse35__E3_P1,brain_position,first 20%,8887,691
Mouse,POLYIC_20190628_mouse35__E3_P1,brain_position,middle 60%,13584,1013
Mouse,POLYIC_20190628_mouse35__E3_P1,brain_position,last 20%,990,762
Mouse,POLYIC_20190628_mouse36__E3_P1,axis_halves,left,6837,1814
Mouse,POLYIC_20190628_mouse36__E3_P1,axis_halves,right,10937,1145
Mouse,POLYIC_20190628_mouse36__E3_P1,axis_halves,dorsal,5178,0
Mouse,POLYIC_20190628_mouse36__E3_P1,axis_halves,ventral,12596,2959
Mouse,POLYIC_20190628_mouse36__E3_P1,axis_halves,rostral,13042,1698
Mouse,POLYIC_20190628_mouse36__E3_P1,axis_halves,caudal,4732,1261
Mouse,POLYIC_20190628_mouse36__E3_P1,center,center,5312,401
Mouse,POLYIC_20190628_mouse36__E3_P1,brain_position,first 20%,6263,658
Mouse,POLYIC_20190628_mouse36__E3_P1,brain_position,middle 60%,10803,1654
Mouse,POLYIC_20190628_mouse36__E3_P1,brain_position,last 20%,708,647
Mouse,POLYIC_20190629_polyic_mo__E3_P1,axis_halves,left,10896,1823
Mouse,POLYIC_20190629_polyic_mo__E3_P1,axis_halves,right,21742,1677
Mouse,POLYIC_20190629_polyic_mo__E3_P1,axis_halves,dorsal,22368,0
Mouse,POLYIC_20190629_polyic_mo__E3_P1,axis_halves,ventral,10270,3500
Mouse,POLYIC_20190629_polyic_mo__E3_P1,axis_halves,rostral,26640,2180
Mouse,POLYIC_20190629_polyic_mo__E3_P1,axis_halves,caudal,5998,1320
Mouse,POLYIC_20190629_polyic_mo__E3_P1,center,center,7177,522
Mouse,POLYIC_20190629_polyic_mo__E3_P1,brain_position,first 20%,11135,1044
Mouse,POLYIC_20190629_polyic_mo__E3_P1,brain_position,middle 60%,20257,1735
Mouse,POLYIC_20190629_polyic_mo__E3_P1,brain_position,last 20%,1246,721
Mouse,POLYIC_20190629_polyic_mo__E3_P1_1,axis_halves,left,8703,978
Mouse,POLYIC_20190629_polyic_mo__E3_P1_1,axis_halves,right,13179,862
Mouse,POLYIC_20190629_polyic_mo__E3_P1_1,axis_halves,dorsal,5821,30
Mouse,POLYIC_20190629_polyic_mo__E3_P1_1,axis_halves,ventral,16061,1810
Mouse,POLYIC_20190629_polyic_mo__E3_P1_1,axis_halves,rostral,17105,1080
Mouse,POLYIC_20190629_polyic_mo__E3_P1_1,axis_halves,caudal,4777,760
Mouse,POLYIC_20190629_polyic_mo__E3_P1_1,center,center,5020,545
Mouse,POLYIC_20190629_polyic_mo__E3_P1_1,brain_position,first 20%,9389,94
Mouse,POLYIC_20190629_polyic_mo__E3_P1_1,brain_position,middle 60%,10299,1358
Mouse,POLYIC_20190629_polyic_mo__E3_P1_1,brain_position,last 20%,2166,388
Mouse,POLYIC_20190629_polyic_mo__E3_P1_2,axis_halves,left,10634,1700
Mouse,POLYIC_20190629_polyic_mo__E3_P1_2,axis_halves,right,15666,1223
Mouse,POLYIC_20190629_polyic_mo__E3_P1_2,axis_halves,dorsal,13645,0
Mouse,POLYIC_20190629_polyic_mo__E3_P1_2,axis_halves,ventral,12655,2923
Mouse,POLYIC_20190629_polyic_mo__E3_P1_2,axis_halves,rostral,16649,1754
Mouse,POLYIC_20190629_polyic_mo__E3_P1_2,axis_halves,caudal,9651,1169
Mouse,POLYIC_20190629_polyic_mo__E3_P1_2,center,center,10912,460
Mouse,POLYIC_20190629_polyic_mo__E3_P1_2,brain_position,first 20%,8477,311
Mouse,POLYIC_20190629_polyic_mo__E3_P1_2,brain_position,middle 60%,15702,2002
Mouse,POLYIC_20190629_polyic_mo__E3_P1_2,brain_position,last 20%,2121,610
Mouse,POLYIC_20190629_polyic_mo__E3_P1_3,axis_halves,left,9767,1695
Mouse,POLYIC_20190629_polyic_mo__E3_P1_3,axis_halves,right,15114,1346
Mouse,POLYIC_20190629_polyic_mo__E3_P1_3,axis_halves,dorsal,12937,0
Mouse,POLYIC_20190629_polyic_mo__E3_P1_3,axis_halves,ventral,11944,3041
Mouse,POLYIC_20190629_polyic_mo__E3_P1_3,axis_halves,rostral,18947,1823
Mouse,POLYIC_20190629_polyic_mo__E3_P1_3,axis_halves,caudal,5934,1218
Mouse,POLYIC_20190629_polyic_mo__E3_P1_3,center,center,8478,229
Mouse,POLYIC_20190629_polyic_mo__E3_P1_3,brain_position,first 20%,9484,841
Mouse,POLYIC_20190629_polyic_mo__E3_P1_3,brain_position,middle 60%,14268,1440
Mouse,POLYIC_20190629_polyic_mo__E3_P1_3,brain_position,last 20%,1129,760
Mouse,POLYIC_20190629_polyic_mo__E3_P1_5,axis_halves,left,6148,1601
Mouse,POLYIC_20190629_polyic_mo__E3_P1_5,axis_halves,right,11048,1199
Mouse,POLYIC_20190629_polyic_mo__E3_P1_5,axis_halves,dorsal,6671,0
Mouse,POLYIC_20190629_polyic_mo__E3_P1_5,axis_halves,ventral,10525,2800
Mouse,POLYIC_20190629_polyic_mo__E3_P1_5,axis_halves,rostral,13859,1616
Mouse,POLYIC_20190629_polyic_mo__E3_P1_5,axis_halves,caudal,3337,1184
Mouse,POLYIC_20190629_polyic_mo__E3_P1_5,center,center,2884,465
Mouse,POLYIC_20190629_polyic_mo__E3_P1_5,brain_position,first 20%,8581,196
Mouse,POLYIC_20190629_polyic_mo__E3_P1_5,brain_position,middle 60%,7422,2043
Mouse,POLYIC_20190629_polyic_mo__E3_P1_5,brain_position,last 20%,1193,561
Mouse,POLYIC_20190629_polyic_mo__E4_P1_2,axis_halves,left,15578,2062
Mouse,POLYIC_20190629_polyic_mo__E4_P1_2,axis_halves,right,24074,1318
Mouse,POLYIC_20190629_polyic_mo__E4_P1_2,axis_halves,dorsal,29387,8
Mouse,POLYIC_20190629_polyic_mo__E4_P1_2,axis_halves,ventral,10265,3372
Mouse,POLYIC_20190629_polyic_mo__E4_P1_2,axis_halves,rostral,28965,1810
Mouse,POLYIC_20190629_polyic_mo__E4_P1_2,axis_halves,caudal,10687,1570
Mouse,POLYIC_20190629_polyic_mo__E4_P1_2,center,center,8867,484
Mouse,POLYIC_20190629_polyic_mo__E4_P1_2,brain_position,first 20%,12539,528
Mouse,POLYIC_20190629_polyic_mo__E4_P1_2,brain_position,middle 60%,22812,2128
Mouse,POLYIC_20190629_polyic_mo__E4_P1_2,brain_position,last 20%,4109,724
Mouse,POLYIC_20190629_polyic_mo__E4_P1_4,axis_halves,left,11645,2818
Mouse,POLYIC_20190629_polyic_mo__E4_P1_4,axis_halves,right,26338,1428
Mouse,POLYIC_20190629_polyic_mo__E4_P1_4,axis_halves,dorsal,30298,304
Mouse,POLYIC_20190629_polyic_mo__E4_P1_4,axis_halves,ventral,7685,3942
Mouse,POLYIC_20190629_polyic_mo__E4_P1_4,axis_halves,rostral,26224,2139
Mouse,POLYIC_20190629_polyic_mo__E4_P1_4,axis_halves,caudal,11759,2107
Mouse,POLYIC_20190629_polyic_mo__E4_P1_4,center,center,8408,781
Mouse,POLYIC_20190629_polyic_mo__E4_P1_4,brain_position,first 20%,14494,593
Mouse,POLYIC_20190629_polyic_mo__E4_P1_4,brain_position,middle 60%,20950,2580
Mouse,POLYIC_20190629_polyic_mo__E4_P1_4,brain_position,last 20%,2539,1073
