transform,stage,relative_l2,cosine,subject
axis2_+1mm,encoder_level1,0.29154765605926514,0.9565646052360535,POLYIC_20190510_mouse37__E2_P1
axis2_+1mm,encoder_level2,0.2677488625049591,0.9634929299354553,POLYIC_20190510_mouse37__E2_P1
axis2_+1mm,encoder_level3,0.2959842383861542,0.9551929831504822,POLYIC_20190510_mouse37__E2_P1
axis2_+1mm,encoder_level4,0.3106898367404938,0.9516217112541199,POLYIC_20190510_mouse37__E2_P1
axis2_+1mm,output_logits,0.16828224062919617,0.9858666658401489,POLYIC_20190510_mouse37__E2_P1
axis2_+2mm,input,2.3760105705150636e-06,1.000000238418579,POLYIC_20190510_mouse37__E2_P1
axis2_+2mm,encoder_level0,0.04360689967870712,0.9990487098693848,POLYIC_20190510_mouse37__E2_P1
axis2_+2mm,encoder_level1,0.11093961447477341,0.993829607963562,POLYIC_20190510_mouse37__E2_P1
axis2_+2mm,encoder_level2,0.30766743421554565,0.9515040516853333,POLYIC_20190510_mouse37__E2_P1
axis2_+2mm,encoder_level3,0.27827492356300354,0.9605135321617126,POLYIC_20190510_mouse37__E2_P1
axis2_+2mm,encoder_level4,0.3343578279018402,0.9430890083312988,POLYIC_20190510_mouse37__E2_P1
axis2_+2mm,output_logits,0.15350086987018585,0.9881697297096252,POLYIC_20190510_mouse37__E2_P1
