transform,self_consistency_dice,transformed_vs_expert_dice,baseline_vs_expert_dice,accuracy_delta,subject
axis2_+2mm,0.9820949652566134,0.9134013721986995,0.9237987647500226,-0.010397392551323104,POLYIC_20190517_mouse35__E2_P1
axis2_+4mm,0.9812918845485387,0.9102607847916159,0.9237987647500226,-0.013537979958406776,POLYIC_20190517_mouse35__E2_P1
axis2_+6mm,0.9897431954482546,0.9235103674962312,0.9237987647500226,-0.0002883972537914836,POLYIC_20190517_mouse35__E2_P1
resampling_floor,0.9999930020503992,0.8946958539914104,0.8946889553711871,6.8986202232945715e-06,POLYIC_20190517_mouse36__E2_P1
axis0_+1mm,0.9860282214641535,0.8872671638936699,0.8946889553711871,-0.007421791477517203,POLYIC_20190517_mouse36__E2_P1
axis0_+2mm,0.9882464027509619,0.9000978975339144,0.8946889553711871,0.005408942162727359,POLYIC_20190517_mouse36__E2_P1
axis0_+4mm,0.9888244567053259,0.9003320712556638,0.8946889553711871,0.005643115884476746,POLYIC_20190517_mouse36__E2_P1
axis0_+6mm,0.9887483888946946,0.8893629102181436,0.8946889553711871,-0.005326045153043468,POLYIC_20190517_mouse36__E2_P1
axis1_+1mm,0.9711833482530289,0.8725691236451315,0.8946889553711871,-0.022119831726055583,POLYIC_20190517_mouse36__E2_P1
axis1_+2mm,0.992037882914973,0.8928829729937678,0.8946889553711871,-0.0018059823774192463,POLYIC_20190517_mouse36__E2_P1
axis1_+4mm,0.9781961862222985,0.8774231580220229,0.8946889553711871,-0.017265797349164225,POLYIC_20190517_mouse36__E2_P1
axis1_+6mm,0.9822633096181428,0.9075765885763535,0.8946889553711871,0.012887633205166393,POLYIC_20190517_mouse36__E2_P1
axis2_+1mm,0.9816372732608514,0.891061366505527,0.8946889553711871,-0.0036275888656600586,POLYIC_20190517_mouse36__E2_P1
axis2_+2mm,0.9685837640453294,0.8735592273609046,0.8946889553711871,-0.021129728010282456,POLYIC_20190517_mouse36__E2_P1
axis2_+4mm,0.9633341911714909,0.863101524730383,0.8946889553711871,-0.03158743064080405,POLYIC_20190517_mouse36__E2_P1
axis2_+6mm,0.966388910856921,0.9205690998784586,0.8946889553711871,0.025880144507271496,POLYIC_20190517_mouse36__E2_P1
resampling_floor,0.999984412021449,0.9335769454364256,0.9335924523287489,-1.5506892323324806e-05,POLYIC_20190517_mouse37__E3_P1
axis0_+1mm,0.9965093266428761,0.9335148777895855,0.9335924523287489,-7.757453916334978e-05,POLYIC_20190517_mouse37__E3_P1
axis0_+2mm,0.9956832738549767,0.9336123011524028,0.9335924523287489,1.984882365391183e-05,POLYIC_20190517_mouse37__E3_P1
