transform,self_consistency_dice,transformed_vs_expert_dice,baseline_vs_expert_dice,accuracy_delta,subject
axis1_+20deg,0.988655410019244,0.928350609201673,0.9335924523287489,-0.005241843127075874,POLYIC_20190517_mouse37__E3_P1
axis1_+30deg,0.9873343151693668,0.9276396182172463,0.9335924523287489,-0.005952834111502603,POLYIC_20190517_mouse37__E3_P1
axis2_+5deg,0.9927637721755369,0.9319715484223965,0.9335924523287489,-0.001620903906352389,POLYIC_20190517_mouse37__E3_P1
axis2_+10deg,0.9925771463251428,0.9323540139934343,0.9335924523287489,-0.0012384383353145623,POLYIC_20190517_mouse37__E3_P1
axis2_+20deg,0.9908852443704125,0.9328324169216862,0.9335924523287489,-0.0007600354070627091,POLYIC_20190517_mouse37__E3_P1
axis2_+30deg,0.9897671520909587,0.933203889939925,0.9335924523287489,-0.0003885623888238987,POLYIC_20190517_mouse37__E3_P1
resampling_floor,1.0,0.9269929756269473,0.9269929756269473,0.0,POLYIC_20190517_mouse38__E3_P1
axis0_+5deg,0.9894062244981995,0.9262325268601989,0.9269929756269473,-0.0007604487667484117,POLYIC_20190517_mouse38__E3_P1
axis0_+10deg,0.9831079059189658,0.9257413466230432,0.9269929756269473,-0.0012516290039040756,POLYIC_20190517_mouse38__E3_P1
axis0_+20deg,0.9812426288865017,0.9296308794934838,0.9269929756269473,0.002637903866536506,POLYIC_20190517_mouse38__E3_P1
axis0_+30deg,0.9821754512472677,0.9283349937333291,0.9269929756269473,0.0013420181063817926,POLYIC_20190517_mouse38__E3_P1
axis1_+5deg,0.9802348158485529,0.939708568413362,0.9269929756269473,0.012715592786414764,POLYIC_20190517_mouse38__E3_P1
axis1_+10deg,0.9767953788114558,0.9409642665626676,0.9269929756269473,0.01397129093572036,POLYIC_20190517_mouse38__E3_P1
axis1_+20deg,0.9790015192310585,0.9327830473294234,0.9269929756269473,0.0057900717024761406,POLYIC_20190517_mouse38__E3_P1
axis1_+30deg,0.9763684591270798,0.9351585362904201,0.9269929756269473,0.008165560663472848,POLYIC_20190517_mouse38__E3_P1
axis2_+5deg,0.989068444645346,0.9324102134244632,0.9269929756269473,0.005417237797515906,POLYIC_20190517_mouse38__E3_P1
axis2_+10deg,0.9793167380930671,0.9409066137415508,0.9269929756269473,0.013913638114603555,POLYIC_20190517_mouse38__E3_P1
axis2_+20deg,0.9731461214030217,0.9440442941839384,0.9269929756269473,0.017051318556991157,POLYIC_20190517_mouse38__E3_P1
axis2_+30deg,0.9578071314041383,0.9459965496660044,0.9269929756269473,0.01900357403905717,POLYIC_20190517_mouse38__E3_P1
resampling_floor,0.9999844227054645,0.9224159632134526,0.922400483318789,1.5479894663661398e-05,POLYIC_20190517_mouse39__E12_P1
axis0_+5deg,0.986034675222282,0.9247255751356352,0.922400483318789,0.0023250918168462587,POLYIC_20190517_mouse39__E12_P1
axis0_+10deg,0.9846045418950665,0.9278371398187066,0.922400483318789,0.005436656499917647,POLYIC_20190517_mouse39__E12_P1
axis0_+20deg,0.9805288839918149,0.9320955177271262,0.922400483318789,0.009695034408337189,POLYIC_20190517_mouse39__E12_P1
axis0_+30deg,0.9792085531139864,0.9339953916658873,0.922400483318789,0.01159490834709831,POLYIC_20190517_mouse39__E12_P1
axis1_+5deg,0.985171259857875,0.9240958488472756,0.922400483318789,0.001695365528486592,POLYIC_20190517_mouse39__E12_P1
axis1_+10deg,0.9846468942011538,0.9261524464213506,0.922400483318789,0.0037519631025616507,POLYIC_20190517_mouse39__E12_P1
axis1_+20deg,0.982067757922549,0.9261549347979917,0.922400483318789,0.003754451479202725,POLYIC_20190517_mouse39__E12_P1
axis1_+30deg,0.9783868441660141,0.9279215408247666,0.922400483318789,0.0055210575059776446,POLYIC_20190517_mouse39__E12_P1
axis2_+5deg,0.9886537151448237,0.9276304129497253,0.922400483318789,0.00522992963093627,POLYIC_20190517_mouse39__E12_P1
axis2_+10deg,0.9881748555139631,0.9277828420946015,0.922400483318789,0.005382358775812501,POLYIC_20190517_mouse39__E12_P1
axis2_+20deg,0.9838966749106898,0.9303325518210365,0.922400483318789,0.00793206850224748,POLYIC_20190517_mouse39__E12_P1
axis2_+30deg,0.9825718841057782,0.9306295245755896,0.922400483318789,0.008229041256800573,POLYIC_20190517_mouse39__E12_P1
