transform,stage,relative_l2,cosine,subject
axis2_+5deg,encoder_level1,0.20656682550907135,0.9784767031669617,POLYIC_20190510_mouse37__E2_P1
axis2_+5deg,encoder_level2,0.2544783055782318,0.9671535491943359,POLYIC_20190510_mouse37__E2_P1
axis2_+5deg,encoder_level3,0.24187126755714417,0.9703192710876465,POLYIC_20190510_mouse37__E2_P1
axis2_+5deg,encoder_level4,0.18776190280914307,0.9826085567474365,POLYIC_20190510_mouse37__E2_P1
axis2_+5deg,output_logits,0.12985242903232574,0.9915338754653931,POLYIC_20190510_mouse37__E2_P1
axis2_+10deg,input,0.13031324744224548,0.991734504699707,POLYIC_20190510_mouse37__E2_P1
axis2_+10deg,encoder_level0,0.3401286005973816,0.9411424398422241,POLYIC_20190510_mouse37__E2_P1
axis2_+10deg,encoder_level1,0.22353027760982513,0.9747195243835449,POLYIC_20190510_mouse37__E2_P1
axis2_+10deg,encoder_level2,0.2735925018787384,0.9618511199951172,POLYIC_20190510_mouse37__E2_P1
axis2_+10deg,encoder_level3,0.27130186557769775,0.9624944925308228,POLYIC_20190510_mouse37__E2_P1
axis2_+10deg,encoder_level4,0.2469697743654251,0.969598650932312,POLYIC_20190510_mouse37__E2_P1
